Timestamp: 24-Oct-2014 12:40:18
MaxDeathAge: 100
MaxInitialSugar: 25
MaxMetabolism: 10
MaxVision: 6
MinDeathAge: 60
MinInitialSugar: 5
NumAgents: 400
Replacement: true


"tick","Avg. Metabolism","Avg. Vision","AgentCount"
1.0,5.0,3.0,400
2.0,5.0,3.0,387
3.0,4.0,3.0,324
4.0,4.0,3.0,269
5.0,3.0,3.0,230
6.0,3.0,3.0,197
7.0,2.0,3.0,178
8.0,2.0,3.0,155
9.0,2.0,3.0,147
10.0,2.0,3.0,142
11.0,2.0,3.0,133
12.0,2.0,3.0,129
13.0,2.0,3.0,126
14.0,2.0,3.0,126
15.0,2.0,3.0,124
16.0,2.0,3.0,119
17.0,2.0,3.0,119
18.0,2.0,3.0,118
19.0,2.0,3.0,115
20.0,2.0,3.0,114
21.0,2.0,3.0,113
22.0,2.0,3.0,112
23.0,2.0,3.0,112
24.0,2.0,3.0,111
25.0,2.0,3.0,111
26.0,2.0,3.0,110
27.0,2.0,3.0,109
28.0,1.0,3.0,108
29.0,1.0,3.0,108
30.0,1.0,3.0,108
31.0,1.0,3.0,108
32.0,1.0,3.0,108
33.0,1.0,3.0,108
34.0,1.0,3.0,108
35.0,1.0,3.0,108
36.0,1.0,3.0,108
37.0,1.0,3.0,108
38.0,1.0,3.0,107
39.0,1.0,3.0,107
40.0,1.0,3.0,107
41.0,1.0,3.0,107
42.0,1.0,3.0,107
43.0,1.0,3.0,107
44.0,1.0,3.0,107
45.0,1.0,3.0,105
46.0,1.0,3.0,105
47.0,1.0,3.0,104
48.0,1.0,3.0,104
49.0,1.0,3.0,102
50.0,1.0,3.0,102
51.0,1.0,3.0,102
52.0,1.0,3.0,100
53.0,1.0,3.0,100
54.0,1.0,3.0,100
55.0,1.0,3.0,100
56.0,1.0,3.0,100
57.0,1.0,3.0,100
58.0,1.0,3.0,100
59.0,1.0,3.0,100
60.0,1.0,3.0,100
61.0,1.0,3.0,100
62.0,1.0,3.0,100
63.0,1.0,3.0,100
64.0,1.0,3.0,100
65.0,1.0,3.0,100
66.0,1.0,3.0,100
67.0,1.0,3.0,100
68.0,1.0,3.0,100
69.0,1.0,3.0,100
70.0,1.0,3.0,100
71.0,1.0,3.0,100
72.0,1.0,3.0,100
73.0,1.0,3.0,100
74.0,1.0,3.0,100
75.0,1.0,3.0,100
76.0,1.0,3.0,100
