Timestamp: 23-Oct-2014 21:12:14
MaxDeathAge: 100
MaxInitialSugar: 25
MaxMetabolism: 4
MaxVision: 6
MinDeathAge: 60
MinInitialSugar: 5
NumAgents: 400
Replacement: true


"tick","Avg. Metabolism","Avg. Vision","AgentCount"
1.0,2.0,3.0,400
2.0,2.0,3.0,400
3.0,2.0,3.0,389
4.0,2.0,3.0,379
5.0,2.0,3.0,367
6.0,2.0,3.0,358
7.0,2.0,3.0,346
8.0,2.0,3.0,336
9.0,2.0,3.0,326
10.0,2.0,3.0,316
11.0,2.0,3.0,309
12.0,2.0,3.0,303
13.0,2.0,3.0,288
14.0,2.0,3.0,280
15.0,2.0,3.0,276
16.0,2.0,3.0,267
17.0,2.0,3.0,267
18.0,2.0,3.0,265
19.0,1.0,3.0,258
20.0,1.0,3.0,250
21.0,1.0,3.0,248
22.0,1.0,3.0,246
23.0,1.0,3.0,244
24.0,1.0,3.0,243
25.0,1.0,3.0,242
26.0,1.0,3.0,240
27.0,1.0,3.0,239
28.0,1.0,3.0,236
29.0,1.0,3.0,236
30.0,1.0,3.0,236
31.0,1.0,3.0,236
32.0,1.0,3.0,234
33.0,1.0,3.0,232
34.0,1.0,3.0,232
35.0,1.0,3.0,232
36.0,1.0,3.0,232
37.0,1.0,3.0,232
38.0,1.0,3.0,232
39.0,1.0,3.0,231
40.0,1.0,3.0,230
41.0,1.0,3.0,229
42.0,1.0,3.0,229
43.0,1.0,3.0,228
44.0,1.0,3.0,228
45.0,1.0,3.0,228
46.0,1.0,3.0,227
47.0,1.0,3.0,226
48.0,1.0,3.0,225
49.0,1.0,3.0,225
50.0,1.0,3.0,225
51.0,1.0,3.0,225
52.0,1.0,3.0,223
53.0,1.0,3.0,223
54.0,1.0,3.0,222
55.0,1.0,3.0,222
56.0,1.0,3.0,222
57.0,1.0,3.0,221
58.0,1.0,3.0,221
59.0,1.0,3.0,221
60.0,1.0,3.0,221
61.0,1.0,3.0,221
62.0,1.0,3.0,221
63.0,1.0,3.0,221
64.0,1.0,3.0,221
65.0,1.0,3.0,221
66.0,1.0,3.0,221
67.0,1.0,3.0,221
68.0,1.0,3.0,221
69.0,1.0,3.0,221
70.0,1.0,3.0,221
71.0,1.0,3.0,221
72.0,1.0,3.0,221
73.0,1.0,3.0,221
74.0,1.0,3.0,221
75.0,1.0,3.0,221
76.0,1.0,3.0,221
77.0,1.0,3.0,220
78.0,1.0,3.0,220
79.0,1.0,3.0,220
80.0,1.0,3.0,220
81.0,1.0,3.0,220
82.0,1.0,3.0,220
83.0,1.0,3.0,220
84.0,1.0,3.0,220
85.0,1.0,3.0,220
86.0,1.0,3.0,219
87.0,1.0,3.0,219
88.0,1.0,3.0,219
89.0,1.0,3.0,219
90.0,1.0,3.0,219
91.0,1.0,3.0,219
92.0,1.0,3.0,219
93.0,1.0,3.0,219
94.0,1.0,3.0,219
95.0,1.0,3.0,219
96.0,1.0,3.0,219
97.0,1.0,3.0,219
98.0,1.0,3.0,219
99.0,1.0,3.0,219
100.0,1.0,3.0,219
101.0,1.0,3.0,219
102.0,1.0,3.0,219
103.0,1.0,3.0,219
104.0,1.0,3.0,219
105.0,1.0,3.0,219
106.0,1.0,3.0,219
107.0,1.0,3.0,219
108.0,1.0,3.0,219
109.0,1.0,3.0,219
110.0,1.0,3.0,219
111.0,1.0,3.0,219
112.0,1.0,3.0,219
113.0,1.0,3.0,219
114.0,1.0,3.0,219
115.0,1.0,3.0,219
