Timestamp: 23-Oct-2014 18:45:51
MaxDeathAge: 100
MaxInitialSugar: 25
MaxMetabolism: 4
MaxVision: 6
MinDeathAge: 60
MinInitialSugar: 5
NumAgents: 400
Replacement: true


"tick","Avg. Metabolism","Avg. Vision","AgentCount"
1.0,2.0,3.0,400
2.0,2.0,3.0,400
3.0,2.0,3.0,395
4.0,2.0,3.0,390
5.0,2.0,3.0,382
6.0,2.0,3.0,373
7.0,2.0,3.0,362
8.0,2.0,3.0,356
9.0,2.0,3.0,345
10.0,2.0,3.0,335
11.0,2.0,3.0,328
12.0,2.0,3.0,322
13.0,2.0,3.0,316
14.0,2.0,3.0,309
15.0,1.0,3.0,302
16.0,1.0,3.0,298
17.0,1.0,3.0,296
18.0,1.0,3.0,293
19.0,1.0,3.0,291
20.0,1.0,3.0,284
21.0,1.0,3.0,280
22.0,1.0,3.0,278
23.0,1.0,3.0,275
24.0,1.0,3.0,274
25.0,1.0,3.0,271
26.0,1.0,3.0,271
27.0,1.0,3.0,270
28.0,1.0,3.0,270
29.0,1.0,3.0,270
30.0,1.0,3.0,270
31.0,1.0,3.0,270
32.0,1.0,3.0,269
33.0,1.0,3.0,269
34.0,1.0,3.0,269
35.0,1.0,3.0,269
36.0,1.0,3.0,269
37.0,1.0,3.0,269
38.0,1.0,3.0,268
39.0,1.0,3.0,268
40.0,1.0,3.0,268
41.0,1.0,3.0,268
42.0,1.0,3.0,268
43.0,1.0,3.0,267
44.0,1.0,3.0,266
45.0,1.0,3.0,266
46.0,1.0,3.0,266
47.0,1.0,3.0,266
48.0,1.0,3.0,266
49.0,1.0,3.0,266
50.0,1.0,3.0,266
51.0,1.0,3.0,266
52.0,1.0,3.0,266
53.0,1.0,3.0,266
54.0,1.0,3.0,265
55.0,1.0,3.0,265
56.0,1.0,3.0,265
57.0,1.0,3.0,265
58.0,1.0,3.0,265
59.0,1.0,3.0,265
60.0,1.0,3.0,265
61.0,1.0,3.0,265
62.0,1.0,3.0,265
63.0,1.0,3.0,265
64.0,1.0,3.0,265
65.0,1.0,3.0,265
66.0,1.0,3.0,265
67.0,1.0,3.0,265
68.0,1.0,3.0,265
69.0,1.0,3.0,265
70.0,1.0,3.0,264
71.0,1.0,3.0,264
72.0,1.0,3.0,264
73.0,1.0,3.0,264
74.0,1.0,3.0,264
75.0,1.0,3.0,264
76.0,1.0,3.0,264
77.0,1.0,3.0,264
78.0,1.0,3.0,264
79.0,1.0,3.0,264
80.0,1.0,3.0,264
81.0,1.0,3.0,264
82.0,1.0,3.0,264
83.0,1.0,3.0,264
84.0,1.0,3.0,264
85.0,1.0,3.0,264
86.0,1.0,3.0,264
87.0,1.0,3.0,264
88.0,1.0,3.0,264
89.0,1.0,3.0,264
90.0,1.0,3.0,264
91.0,1.0,3.0,264
92.0,1.0,3.0,264
93.0,1.0,3.0,264
94.0,1.0,3.0,264
95.0,1.0,3.0,264
96.0,1.0,3.0,263
97.0,1.0,3.0,263
98.0,1.0,3.0,263
99.0,1.0,3.0,263
100.0,1.0,3.0,263
101.0,1.0,3.0,263
102.0,1.0,3.0,263
103.0,1.0,3.0,263
104.0,1.0,3.0,263
105.0,1.0,3.0,263
106.0,1.0,3.0,263
107.0,1.0,3.0,263
108.0,1.0,3.0,263
109.0,1.0,3.0,262
110.0,1.0,3.0,262
111.0,1.0,3.0,262
112.0,1.0,3.0,262
113.0,1.0,3.0,262
114.0,1.0,3.0,262
115.0,1.0,3.0,262
116.0,1.0,3.0,262
117.0,1.0,3.0,261
118.0,1.0,3.0,261
119.0,1.0,3.0,260
120.0,1.0,3.0,259
121.0,1.0,3.0,259
122.0,1.0,3.0,259
123.0,1.0,3.0,258
124.0,1.0,3.0,258
125.0,1.0,3.0,258
126.0,1.0,3.0,258
127.0,1.0,3.0,258
128.0,1.0,3.0,258
129.0,1.0,3.0,258
130.0,1.0,3.0,258
131.0,1.0,3.0,258
132.0,1.0,3.0,258
133.0,1.0,3.0,258
134.0,1.0,3.0,258
135.0,1.0,3.0,258
136.0,1.0,3.0,258
137.0,1.0,3.0,258
138.0,1.0,3.0,258
139.0,1.0,3.0,258
140.0,1.0,3.0,258
141.0,1.0,3.0,258
