Timestamp: 24-Oct-2014 12:40:45
MaxDeathAge: 100
MaxInitialSugar: 25
MaxMetabolism: 10
MaxVision: 6
MinDeathAge: 60
MinInitialSugar: 5
NumAgents: 1000
Replacement: true


"tick","Avg. Metabolism","Avg. Vision","AgentCount"
1.0,5.0,3.0,1000
2.0,5.0,3.0,964
3.0,4.0,3.0,805
4.0,4.0,3.0,643
5.0,3.0,3.0,516
6.0,2.0,3.0,439
7.0,2.0,3.0,396
8.0,2.0,3.0,369
9.0,2.0,3.0,351
10.0,2.0,3.0,335
11.0,2.0,3.0,322
12.0,2.0,3.0,307
13.0,2.0,3.0,302
14.0,2.0,3.0,294
15.0,2.0,3.0,289
16.0,2.0,3.0,285
17.0,1.0,3.0,278
18.0,1.0,3.0,272
19.0,1.0,3.0,271
20.0,1.0,3.0,269
21.0,1.0,3.0,269
22.0,1.0,3.0,268
23.0,1.0,3.0,265
24.0,1.0,3.0,264
25.0,1.0,3.0,261
26.0,1.0,3.0,260
27.0,1.0,3.0,259
28.0,1.0,3.0,259
29.0,1.0,3.0,258
30.0,1.0,3.0,257
31.0,1.0,3.0,256
32.0,1.0,3.0,256
33.0,1.0,3.0,256
34.0,1.0,3.0,256
35.0,1.0,3.0,256
36.0,1.0,3.0,256
37.0,1.0,3.0,255
38.0,1.0,3.0,255
39.0,1.0,3.0,255
40.0,1.0,3.0,255
41.0,1.0,3.0,255
42.0,1.0,3.0,255
43.0,1.0,3.0,255
44.0,1.0,3.0,255
45.0,1.0,3.0,255
46.0,1.0,3.0,255
47.0,1.0,3.0,255
48.0,1.0,3.0,255
49.0,1.0,3.0,255
50.0,1.0,3.0,255
51.0,1.0,3.0,255
52.0,1.0,3.0,255
53.0,1.0,3.0,254
54.0,1.0,3.0,254
55.0,1.0,3.0,254
56.0,1.0,3.0,253
57.0,1.0,3.0,253
58.0,1.0,3.0,253
59.0,1.0,3.0,253
60.0,1.0,3.0,253
61.0,1.0,3.0,253
62.0,1.0,3.0,253
63.0,1.0,3.0,253
64.0,1.0,3.0,253
65.0,1.0,3.0,253
66.0,1.0,3.0,253
67.0,1.0,3.0,253
68.0,1.0,3.0,253
69.0,1.0,3.0,253
70.0,1.0,3.0,253
71.0,1.0,3.0,253
72.0,1.0,3.0,253
73.0,1.0,3.0,253
74.0,1.0,3.0,253
75.0,1.0,3.0,253
76.0,1.0,3.0,253
77.0,1.0,3.0,253
78.0,1.0,3.0,253
79.0,1.0,3.0,253
80.0,1.0,3.0,253
81.0,1.0,3.0,253
82.0,1.0,3.0,253
83.0,1.0,3.0,253
84.0,1.0,3.0,253
85.0,1.0,3.0,253
86.0,1.0,3.0,253
87.0,1.0,3.0,253
88.0,1.0,3.0,253
89.0,1.0,3.0,253
90.0,1.0,3.0,253
91.0,1.0,3.0,253
92.0,1.0,3.0,253
93.0,1.0,3.0,253
94.0,1.0,3.0,253
95.0,1.0,3.0,253
96.0,1.0,3.0,253
97.0,1.0,3.0,253
98.0,1.0,3.0,253
99.0,1.0,3.0,253
100.0,1.0,3.0,253
101.0,1.0,3.0,253
102.0,1.0,3.0,253
103.0,1.0,3.0,253
104.0,1.0,3.0,253
105.0,1.0,3.0,253
106.0,1.0,3.0,252
107.0,1.0,3.0,252
108.0,1.0,3.0,252
109.0,1.0,3.0,251
110.0,1.0,3.0,251
111.0,1.0,3.0,251
112.0,1.0,3.0,251
113.0,1.0,3.0,251
114.0,1.0,3.0,251
115.0,1.0,3.0,251
116.0,1.0,3.0,250
117.0,1.0,3.0,250
118.0,1.0,3.0,249
119.0,1.0,3.0,249
120.0,1.0,3.0,249
121.0,1.0,3.0,249
122.0,1.0,3.0,249
123.0,1.0,3.0,249
124.0,1.0,3.0,249
125.0,1.0,3.0,249
126.0,1.0,3.0,249
127.0,1.0,3.0,249
128.0,1.0,3.0,249
129.0,1.0,3.0,249
130.0,1.0,3.0,249
131.0,1.0,3.0,249
132.0,1.0,3.0,249
133.0,1.0,3.0,249
134.0,1.0,3.0,249
135.0,1.0,3.0,249
136.0,1.0,3.0,249
137.0,1.0,3.0,249
138.0,1.0,3.0,249
139.0,1.0,3.0,249
140.0,1.0,3.0,249
141.0,1.0,3.0,249
142.0,1.0,3.0,249
143.0,1.0,3.0,249
144.0,1.0,3.0,249
145.0,1.0,3.0,249
146.0,1.0,3.0,249
147.0,1.0,3.0,249
148.0,1.0,3.0,249
149.0,1.0,3.0,249
150.0,1.0,3.0,249
151.0,1.0,3.0,249
152.0,1.0,3.0,248
153.0,1.0,3.0,248
154.0,1.0,3.0,248
155.0,1.0,3.0,248
156.0,1.0,3.0,248
157.0,1.0,3.0,248
158.0,1.0,3.0,248
159.0,1.0,3.0,247
160.0,1.0,3.0,247
161.0,1.0,3.0,247
162.0,1.0,3.0,247
163.0,1.0,3.0,247
164.0,1.0,3.0,247
165.0,1.0,3.0,247
166.0,1.0,3.0,247
167.0,1.0,3.0,247
168.0,1.0,3.0,247
169.0,1.0,3.0,247
170.0,1.0,3.0,247
171.0,1.0,3.0,247
172.0,1.0,3.0,247
173.0,1.0,3.0,247
174.0,1.0,3.0,247
175.0,1.0,3.0,247
