Timestamp: 23-Oct-2014 20:09:00
MaxDeathAge: 100
MaxInitialSugar: 25
MaxMetabolism: 4
MaxVision: 6
MinDeathAge: 60
MinInitialSugar: 5
NumAgents: 1000
Replacement: true


"tick","Avg. Metabolism","Avg. Vision","AgentCount"
1.0,2.0,3.0,1000
2.0,2.0,3.0,1000
3.0,2.0,3.0,987
4.0,2.0,3.0,959
5.0,2.0,3.0,926
6.0,2.0,3.0,885
7.0,2.0,3.0,837
8.0,2.0,3.0,792
9.0,2.0,3.0,754
10.0,2.0,3.0,720
11.0,1.0,3.0,688
12.0,1.0,3.0,665
13.0,1.0,3.0,647
14.0,1.0,3.0,627
15.0,1.0,3.0,616
16.0,1.0,3.0,604
17.0,1.0,3.0,596
18.0,1.0,3.0,584
19.0,1.0,3.0,576
20.0,1.0,3.0,567
21.0,1.0,3.0,558
22.0,1.0,3.0,545
23.0,1.0,3.0,538
24.0,1.0,3.0,534
25.0,1.0,3.0,529
26.0,1.0,3.0,525
27.0,1.0,3.0,524
28.0,1.0,3.0,521
29.0,1.0,3.0,515
30.0,1.0,3.0,511
31.0,1.0,3.0,510
32.0,1.0,3.0,503
33.0,1.0,3.0,501
34.0,1.0,3.0,498
35.0,1.0,3.0,496
36.0,1.0,3.0,494
37.0,1.0,3.0,491
38.0,1.0,3.0,488
39.0,1.0,3.0,488
40.0,1.0,3.0,488
41.0,1.0,3.0,485
42.0,1.0,3.0,485
43.0,1.0,3.0,484
44.0,1.0,3.0,483
45.0,1.0,3.0,482
46.0,1.0,3.0,482
47.0,1.0,3.0,482
48.0,1.0,3.0,481
49.0,1.0,3.0,481
50.0,1.0,3.0,480
51.0,1.0,3.0,480
52.0,1.0,3.0,480
53.0,1.0,3.0,480
54.0,1.0,3.0,480
55.0,1.0,3.0,480
56.0,1.0,3.0,480
57.0,1.0,3.0,480
58.0,1.0,3.0,480
59.0,1.0,3.0,480
60.0,1.0,3.0,480
61.0,1.0,3.0,480
62.0,1.0,3.0,480
63.0,1.0,3.0,479
64.0,1.0,3.0,479
65.0,1.0,3.0,478
66.0,1.0,3.0,478
67.0,1.0,3.0,478
68.0,1.0,3.0,478
69.0,1.0,3.0,478
70.0,1.0,3.0,478
71.0,1.0,3.0,478
72.0,1.0,3.0,478
73.0,1.0,3.0,478
74.0,1.0,3.0,478
75.0,1.0,3.0,478
76.0,1.0,3.0,478
77.0,1.0,3.0,478
78.0,1.0,3.0,478
79.0,1.0,3.0,478
80.0,1.0,3.0,478
81.0,1.0,3.0,478
82.0,1.0,3.0,478
83.0,1.0,3.0,478
84.0,1.0,3.0,478
85.0,1.0,3.0,478
86.0,1.0,3.0,478
87.0,1.0,3.0,478
88.0,1.0,3.0,478
89.0,1.0,3.0,478
90.0,1.0,3.0,478
91.0,1.0,3.0,478
92.0,1.0,3.0,478
93.0,1.0,3.0,478
94.0,1.0,3.0,478
95.0,1.0,3.0,478
96.0,1.0,3.0,478
97.0,1.0,3.0,478
98.0,1.0,3.0,478
99.0,1.0,3.0,478
100.0,1.0,3.0,478
101.0,1.0,3.0,478
102.0,1.0,3.0,478
103.0,1.0,3.0,478
104.0,1.0,3.0,478
105.0,1.0,3.0,478
106.0,1.0,3.0,478
107.0,1.0,3.0,478
108.0,1.0,3.0,478
109.0,1.0,3.0,478
110.0,1.0,3.0,478
111.0,1.0,3.0,478
112.0,1.0,3.0,478
113.0,1.0,3.0,478
114.0,1.0,3.0,478
115.0,1.0,3.0,478
116.0,1.0,3.0,478
117.0,1.0,3.0,478
118.0,1.0,3.0,478
119.0,1.0,3.0,478
120.0,1.0,3.0,478
121.0,1.0,3.0,478
122.0,1.0,3.0,478
123.0,1.0,3.0,478
