Timestamp: 14-Nov-2014 23:05:25
DelayedPheromone: false
DistanceWeight: 3.0
Evaporation: 0.5
NumAnts: 100
NumCities: 10
PheromoneAmount: 1.0
PheromoneWeight: 1.0
XSize: 150
YSize: 120


"tick","Avg. Path Lengh"
1.0,1088.0
2.0,1033.0
3.0,1006.0
4.0,1010.0
5.0,1001.0
6.0,1000.0
7.0,997.0
8.0,981.0
9.0,983.0
10.0,1001.0
11.0,993.0
12.0,977.0
13.0,972.0
14.0,974.0
15.0,976.0
16.0,974.0
17.0,976.0
18.0,965.0
19.0,980.0
20.0,979.0
21.0,974.0
22.0,981.0
23.0,960.0
24.0,968.0
25.0,968.0
26.0,945.0
27.0,967.0
28.0,963.0
29.0,961.0
30.0,969.0
31.0,960.0
32.0,962.0
33.0,978.0
34.0,967.0
35.0,956.0
36.0,949.0
37.0,963.0
38.0,973.0
39.0,968.0
40.0,960.0
41.0,967.0
42.0,967.0
43.0,961.0
44.0,953.0
45.0,959.0
46.0,949.0
47.0,959.0
48.0,960.0
49.0,954.0
50.0,949.0
51.0,960.0
52.0,959.0
53.0,955.0
54.0,957.0
55.0,970.0
56.0,955.0
57.0,945.0
58.0,954.0
59.0,956.0
60.0,943.0
61.0,952.0
62.0,945.0
63.0,952.0
64.0,950.0
65.0,966.0
66.0,940.0
67.0,953.0
68.0,956.0
69.0,967.0
70.0,950.0
71.0,944.0
72.0,958.0
73.0,968.0
74.0,949.0
75.0,957.0
76.0,951.0
77.0,943.0
78.0,946.0
79.0,960.0
80.0,958.0
81.0,951.0
82.0,956.0
83.0,952.0
84.0,948.0
85.0,947.0
86.0,961.0
87.0,950.0
88.0,958.0
89.0,955.0
90.0,957.0
91.0,947.0
92.0,947.0
93.0,962.0
94.0,941.0
95.0,937.0
96.0,949.0
97.0,946.0
98.0,944.0
99.0,950.0
100.0,953.0
101.0,948.0
102.0,957.0
103.0,939.0
104.0,951.0
105.0,943.0
106.0,952.0
107.0,940.0
108.0,940.0
109.0,948.0
110.0,950.0
111.0,937.0
112.0,948.0
113.0,961.0
114.0,951.0
115.0,945.0
116.0,951.0
117.0,935.0
118.0,948.0
119.0,936.0
120.0,946.0
121.0,946.0
122.0,939.0
123.0,944.0
124.0,944.0
125.0,963.0
126.0,962.0
127.0,942.0
128.0,948.0
129.0,944.0
130.0,940.0
131.0,950.0
132.0,937.0
133.0,950.0
134.0,934.0
135.0,938.0
136.0,950.0
137.0,934.0
138.0,939.0
139.0,940.0
140.0,938.0
141.0,944.0
142.0,946.0
143.0,950.0
144.0,944.0
145.0,949.0
146.0,947.0
147.0,955.0
148.0,942.0
149.0,947.0
150.0,936.0
151.0,951.0
152.0,944.0
153.0,937.0
154.0,947.0
155.0,931.0
156.0,942.0
157.0,938.0
158.0,936.0
159.0,934.0
160.0,950.0
161.0,939.0
162.0,951.0
163.0,931.0
164.0,930.0
165.0,949.0
166.0,943.0
167.0,943.0
168.0,935.0
169.0,949.0
170.0,938.0
171.0,944.0
172.0,941.0
173.0,942.0
174.0,934.0
175.0,938.0
176.0,931.0
177.0,942.0
178.0,943.0
179.0,948.0
180.0,939.0
181.0,934.0
182.0,930.0
183.0,941.0
184.0,939.0
185.0,936.0
186.0,935.0
187.0,934.0
