Timestamp: 14-Nov-2014 23:04:36
DelayedPheromone: true
DistanceWeight: 3.0
Evaporation: 0.5
NumAnts: 100
NumCities: 10
PheromoneAmount: 1.0
PheromoneWeight: 1.0
XSize: 150
YSize: 120


"tick","Avg. Path Lengh"
1.0,1288.0
2.0,989.0
3.0,985.0
4.0,960.0
5.0,951.0
6.0,959.0
7.0,966.0
8.0,937.0
9.0,945.0
10.0,944.0
11.0,955.0
12.0,949.0
13.0,948.0
14.0,932.0
15.0,945.0
16.0,942.0
17.0,943.0
18.0,940.0
19.0,933.0
20.0,941.0
21.0,949.0
22.0,936.0
23.0,945.0
24.0,948.0
25.0,931.0
26.0,921.0
27.0,936.0
28.0,935.0
29.0,945.0
30.0,934.0
31.0,936.0
32.0,950.0
33.0,939.0
34.0,939.0
35.0,934.0
36.0,941.0
37.0,947.0
38.0,932.0
39.0,942.0
40.0,941.0
41.0,944.0
42.0,938.0
43.0,940.0
44.0,955.0
45.0,944.0
46.0,940.0
47.0,941.0
48.0,946.0
49.0,954.0
50.0,935.0
51.0,934.0
52.0,933.0
53.0,943.0
54.0,942.0
55.0,929.0
56.0,936.0
57.0,936.0
58.0,937.0
59.0,947.0
60.0,946.0
61.0,929.0
62.0,945.0
63.0,936.0
64.0,944.0
65.0,948.0
66.0,944.0
67.0,925.0
68.0,947.0
69.0,933.0
70.0,935.0
71.0,940.0
72.0,942.0
73.0,945.0
74.0,955.0
75.0,930.0
76.0,944.0
77.0,931.0
78.0,944.0
79.0,945.0
80.0,948.0
81.0,927.0
82.0,932.0
83.0,937.0
84.0,942.0
85.0,930.0
86.0,935.0
87.0,945.0
88.0,935.0
89.0,936.0
90.0,945.0
91.0,940.0
92.0,945.0
93.0,933.0
94.0,940.0
95.0,947.0
96.0,935.0
97.0,934.0
98.0,944.0
99.0,941.0
100.0,948.0
101.0,943.0
102.0,938.0
103.0,933.0
104.0,939.0
105.0,931.0
106.0,938.0
107.0,939.0
108.0,932.0
109.0,937.0
110.0,941.0
111.0,922.0
112.0,939.0
113.0,941.0
114.0,942.0
115.0,928.0
116.0,937.0
117.0,940.0
118.0,933.0
119.0,942.0
120.0,943.0
121.0,957.0
122.0,941.0
123.0,935.0
124.0,931.0
125.0,934.0
126.0,938.0
127.0,936.0
128.0,935.0
129.0,939.0
130.0,928.0
131.0,945.0
132.0,931.0
133.0,947.0
134.0,941.0
135.0,926.0
136.0,934.0
137.0,949.0
138.0,927.0
139.0,943.0
140.0,931.0
141.0,951.0
142.0,947.0
143.0,938.0
144.0,938.0
145.0,948.0
146.0,944.0
147.0,937.0
148.0,938.0
149.0,939.0
150.0,931.0
151.0,935.0
152.0,936.0
153.0,942.0
154.0,941.0
155.0,932.0
156.0,946.0
157.0,939.0
158.0,936.0
159.0,947.0
160.0,945.0
161.0,945.0
162.0,936.0
163.0,940.0
164.0,932.0
165.0,936.0
166.0,942.0
167.0,937.0
168.0,928.0
169.0,934.0
170.0,936.0
171.0,932.0
172.0,938.0
173.0,933.0
174.0,932.0
175.0,937.0
176.0,942.0
177.0,931.0
178.0,935.0
179.0,937.0
180.0,931.0
181.0,938.0
182.0,917.0
183.0,923.0
184.0,929.0
185.0,948.0
186.0,944.0
187.0,932.0
188.0,937.0
189.0,946.0
190.0,938.0
191.0,940.0
192.0,948.0
193.0,942.0
194.0,937.0
195.0,941.0
196.0,943.0
197.0,947.0
198.0,939.0
199.0,940.0
200.0,941.0
201.0,937.0
202.0,938.0
203.0,938.0
204.0,937.0
205.0,931.0
206.0,936.0
207.0,947.0
208.0,947.0
209.0,942.0
210.0,934.0
211.0,947.0
212.0,934.0
213.0,935.0
214.0,940.0
215.0,952.0
216.0,939.0
217.0,934.0
218.0,957.0
219.0,940.0
220.0,941.0
221.0,933.0
222.0,948.0
223.0,935.0
224.0,932.0
225.0,928.0
226.0,938.0
227.0,945.0
228.0,938.0
229.0,924.0
230.0,938.0
231.0,950.0
232.0,942.0
233.0,944.0
234.0,932.0
235.0,950.0
236.0,936.0
237.0,928.0
238.0,939.0
239.0,948.0
240.0,929.0
241.0,931.0
242.0,936.0
243.0,927.0
244.0,948.0
245.0,947.0
246.0,935.0
247.0,929.0
248.0,926.0
249.0,931.0
250.0,937.0
251.0,935.0
252.0,926.0
253.0,935.0
254.0,932.0
255.0,942.0
256.0,950.0
257.0,944.0
258.0,940.0
259.0,944.0
260.0,924.0
261.0,930.0
262.0,943.0
263.0,941.0
264.0,937.0
265.0,941.0
266.0,938.0
267.0,934.0
268.0,943.0
269.0,938.0
270.0,947.0
271.0,935.0
272.0,932.0
273.0,930.0
274.0,945.0
275.0,931.0
276.0,937.0
277.0,946.0
278.0,942.0
279.0,941.0
280.0,934.0
281.0,943.0
282.0,935.0
283.0,930.0
284.0,927.0
285.0,928.0
286.0,961.0
287.0,941.0
288.0,943.0
289.0,937.0
290.0,945.0
291.0,938.0
292.0,934.0
293.0,947.0
294.0,925.0
295.0,930.0
296.0,942.0
297.0,942.0
298.0,930.0
299.0,937.0
300.0,938.0
301.0,942.0
302.0,939.0
303.0,934.0
304.0,943.0
305.0,938.0
306.0,933.0
307.0,950.0
308.0,935.0
309.0,943.0
310.0,943.0
311.0,938.0
312.0,944.0
