Timestamp: 13-Nov-2014 20:04:29
DistanceWeight: 3.0
Evaporation: 0.5
NumAnts: 40
NumCities: 20
PheromoneAmount: 1.0
PheromoneWeight: 1.0
XSize: 150
YSize: 150


"tick","Avg. Path Lengh"
1.0,693.0
2.0,682.0
3.0,685.0
4.0,690.0
5.0,676.0
6.0,674.0
7.0,679.0
8.0,692.0
9.0,686.0
10.0,683.0
11.0,684.0
12.0,669.0
13.0,692.0
14.0,673.0
15.0,694.0
16.0,689.0
17.0,674.0
18.0,680.0
19.0,681.0
20.0,677.0
21.0,687.0
22.0,685.0
23.0,677.0
24.0,688.0
25.0,680.0
26.0,671.0
27.0,674.0
28.0,680.0
29.0,682.0
30.0,688.0
31.0,669.0
32.0,683.0
33.0,684.0
34.0,674.0
35.0,675.0
36.0,675.0
37.0,707.0
38.0,679.0
39.0,677.0
40.0,678.0
41.0,686.0
42.0,683.0
43.0,675.0
44.0,688.0
45.0,687.0
46.0,697.0
47.0,679.0
48.0,699.0
49.0,659.0
50.0,690.0
51.0,688.0
52.0,676.0
53.0,680.0
54.0,674.0
55.0,698.0
56.0,680.0
57.0,685.0
58.0,682.0
59.0,692.0
60.0,679.0
61.0,696.0
62.0,679.0
63.0,661.0
64.0,681.0
65.0,690.0
66.0,695.0
67.0,682.0
68.0,687.0
69.0,684.0
70.0,695.0
71.0,689.0
72.0,703.0
73.0,707.0
74.0,668.0
75.0,685.0
76.0,678.0
77.0,687.0
78.0,688.0
79.0,684.0
80.0,695.0
81.0,675.0
82.0,686.0
83.0,664.0
84.0,688.0
85.0,688.0
86.0,696.0
87.0,677.0
88.0,692.0
89.0,689.0
90.0,693.0
91.0,688.0
92.0,681.0
93.0,677.0
94.0,674.0
95.0,677.0
96.0,689.0
97.0,688.0
98.0,689.0
99.0,700.0
100.0,694.0
101.0,672.0
102.0,685.0
103.0,689.0
104.0,678.0
105.0,681.0
106.0,690.0
107.0,690.0
108.0,679.0
109.0,696.0
110.0,682.0
111.0,669.0
112.0,679.0
113.0,682.0
114.0,679.0
115.0,663.0
116.0,688.0
117.0,688.0
118.0,691.0
119.0,704.0
120.0,689.0
121.0,694.0
122.0,690.0
123.0,690.0
124.0,694.0
125.0,690.0
126.0,680.0
127.0,700.0
128.0,669.0
129.0,688.0
130.0,683.0
131.0,687.0
132.0,684.0
133.0,691.0
134.0,685.0
135.0,669.0
136.0,689.0
137.0,678.0
138.0,683.0
139.0,678.0
140.0,680.0
141.0,690.0
142.0,660.0
143.0,694.0
144.0,703.0
145.0,687.0
146.0,696.0
147.0,701.0
148.0,679.0
149.0,685.0
150.0,673.0
151.0,695.0
152.0,682.0
153.0,686.0
154.0,694.0
155.0,688.0
156.0,680.0
157.0,685.0
158.0,688.0
159.0,687.0
160.0,674.0
161.0,681.0
162.0,687.0
163.0,696.0
164.0,688.0
165.0,688.0
166.0,663.0
167.0,686.0
168.0,681.0
169.0,679.0
170.0,681.0
171.0,680.0
172.0,685.0
173.0,698.0
174.0,692.0
175.0,684.0
176.0,685.0
177.0,687.0
178.0,683.0
179.0,689.0
180.0,682.0
181.0,676.0
182.0,702.0
183.0,679.0
184.0,685.0
185.0,678.0
186.0,685.0
187.0,689.0
188.0,680.0
189.0,682.0
190.0,680.0
191.0,686.0
192.0,690.0
193.0,685.0
194.0,684.0
195.0,674.0
196.0,692.0
197.0,685.0
198.0,667.0
199.0,684.0
200.0,691.0
201.0,676.0
202.0,679.0
203.0,683.0
204.0,691.0
205.0,675.0
206.0,697.0
207.0,694.0
208.0,683.0
209.0,676.0
210.0,685.0
211.0,692.0
212.0,687.0
213.0,676.0
214.0,691.0
215.0,674.0
216.0,687.0
217.0,701.0
218.0,681.0
219.0,676.0
220.0,691.0
221.0,680.0
222.0,684.0
223.0,671.0
224.0,687.0
225.0,675.0
226.0,677.0
227.0,691.0
228.0,683.0
229.0,678.0
230.0,688.0
231.0,684.0
232.0,660.0
233.0,680.0
234.0,690.0
235.0,684.0
236.0,698.0
237.0,689.0
238.0,683.0
239.0,692.0
240.0,674.0
241.0,688.0
242.0,684.0
243.0,681.0
244.0,690.0
245.0,687.0
246.0,693.0
247.0,677.0
248.0,679.0
249.0,688.0
250.0,671.0
251.0,694.0
252.0,676.0
253.0,673.0
