Timestamp: 14-Nov-2014 22:55:12
DelayedPheromone: false
DistanceWeight: 3.0
Evaporation: 0.5
NumAnts: 40
NumCities: 10
PheromoneAmount: 1.0
PheromoneWeight: 1.0
XSize: 150
YSize: 120


"tick","Avg. Path Lengh"
1.0,1277.0
2.0,973.0
3.0,965.0
4.0,964.0
5.0,972.0
6.0,958.0
7.0,955.0
8.0,920.0
9.0,972.0
10.0,946.0
11.0,928.0
12.0,962.0
13.0,956.0
14.0,948.0
15.0,946.0
16.0,932.0
17.0,956.0
18.0,935.0
19.0,942.0
20.0,950.0
21.0,942.0
22.0,940.0
23.0,932.0
24.0,969.0
25.0,965.0
26.0,939.0
27.0,938.0
28.0,944.0
29.0,935.0
30.0,951.0
31.0,925.0
32.0,947.0
33.0,929.0
34.0,936.0
35.0,959.0
36.0,935.0
37.0,943.0
38.0,938.0
39.0,940.0
40.0,936.0
41.0,913.0
42.0,921.0
43.0,941.0
44.0,938.0
45.0,925.0
46.0,934.0
47.0,951.0
48.0,954.0
49.0,932.0
50.0,945.0
51.0,946.0
52.0,937.0
53.0,935.0
54.0,944.0
55.0,944.0
56.0,936.0
57.0,948.0
58.0,942.0
59.0,944.0
60.0,946.0
61.0,932.0
62.0,934.0
63.0,941.0
64.0,928.0
65.0,948.0
66.0,922.0
67.0,933.0
68.0,939.0
69.0,935.0
70.0,942.0
71.0,936.0
72.0,938.0
73.0,922.0
74.0,924.0
75.0,934.0
76.0,921.0
77.0,929.0
78.0,918.0
79.0,933.0
80.0,953.0
81.0,948.0
82.0,923.0
83.0,916.0
84.0,926.0
85.0,931.0
86.0,942.0
87.0,939.0
88.0,932.0
89.0,951.0
90.0,922.0
91.0,939.0
92.0,917.0
93.0,931.0
94.0,952.0
95.0,934.0
96.0,946.0
97.0,947.0
98.0,937.0
99.0,950.0
100.0,936.0
101.0,946.0
102.0,933.0
103.0,922.0
104.0,952.0
105.0,930.0
106.0,930.0
107.0,935.0
108.0,947.0
109.0,938.0
110.0,927.0
111.0,938.0
112.0,912.0
113.0,924.0
114.0,934.0
115.0,934.0
116.0,932.0
117.0,956.0
118.0,907.0
119.0,926.0
120.0,909.0
121.0,934.0
122.0,933.0
123.0,930.0
124.0,939.0
125.0,941.0
126.0,938.0
127.0,943.0
128.0,931.0
129.0,942.0
130.0,919.0
131.0,946.0
132.0,931.0
133.0,945.0
134.0,930.0
135.0,939.0
136.0,951.0
137.0,928.0
138.0,931.0
139.0,934.0
140.0,943.0
141.0,931.0
142.0,922.0
143.0,928.0
144.0,933.0
145.0,947.0
146.0,931.0
147.0,934.0
148.0,954.0
149.0,925.0
150.0,916.0
151.0,938.0
152.0,944.0
153.0,926.0
154.0,950.0
155.0,928.0
156.0,923.0
157.0,931.0
158.0,912.0
159.0,963.0
160.0,939.0
161.0,926.0
162.0,934.0
163.0,934.0
164.0,919.0
165.0,936.0
166.0,910.0
167.0,925.0
168.0,940.0
169.0,930.0
170.0,956.0
171.0,948.0
172.0,926.0
173.0,920.0
174.0,927.0
175.0,935.0
176.0,930.0
177.0,940.0
178.0,931.0
179.0,934.0
180.0,954.0
181.0,936.0
182.0,941.0
183.0,944.0
184.0,924.0
185.0,922.0
186.0,955.0
187.0,939.0
188.0,916.0
189.0,922.0
190.0,915.0
191.0,930.0
192.0,942.0
193.0,960.0
194.0,947.0
195.0,933.0
196.0,925.0
197.0,928.0
198.0,945.0
199.0,934.0
200.0,916.0
201.0,944.0
202.0,932.0
203.0,939.0
204.0,936.0
205.0,940.0
206.0,934.0
207.0,939.0
208.0,942.0
209.0,931.0
210.0,924.0
211.0,931.0
212.0,919.0
213.0,931.0
214.0,931.0
215.0,931.0
216.0,930.0
217.0,919.0
218.0,941.0
219.0,936.0
220.0,940.0
221.0,924.0
222.0,930.0
223.0,919.0
224.0,941.0
225.0,949.0
226.0,945.0
227.0,917.0
228.0,941.0
229.0,943.0
230.0,924.0
231.0,948.0
232.0,930.0
233.0,913.0
234.0,938.0
235.0,939.0
236.0,943.0
237.0,940.0
238.0,928.0
239.0,925.0
240.0,926.0
241.0,935.0
242.0,941.0
243.0,932.0
244.0,933.0
245.0,925.0
246.0,953.0
247.0,943.0
248.0,925.0
249.0,908.0
250.0,940.0
251.0,932.0
252.0,941.0
253.0,930.0
254.0,931.0
255.0,945.0
256.0,927.0
257.0,937.0
258.0,939.0
259.0,942.0
260.0,929.0
261.0,952.0
262.0,941.0
263.0,963.0
264.0,938.0
265.0,951.0
266.0,946.0
267.0,926.0
268.0,936.0
269.0,923.0
270.0,937.0
271.0,928.0
272.0,927.0
273.0,927.0
274.0,931.0
275.0,912.0
276.0,920.0
277.0,923.0
278.0,944.0
279.0,932.0
280.0,929.0
281.0,944.0
282.0,929.0
283.0,922.0
284.0,948.0
285.0,922.0
286.0,947.0
287.0,920.0
288.0,921.0
289.0,939.0
290.0,945.0
291.0,956.0
292.0,929.0
293.0,932.0
294.0,943.0
295.0,924.0
296.0,937.0
297.0,933.0
298.0,934.0
299.0,935.0
300.0,932.0
301.0,941.0
302.0,953.0
303.0,917.0
304.0,907.0
305.0,933.0
306.0,944.0
307.0,951.0
308.0,946.0
309.0,934.0
310.0,918.0
311.0,935.0
312.0,938.0
313.0,918.0
314.0,916.0
315.0,928.0
316.0,939.0
317.0,928.0
318.0,924.0
319.0,935.0
320.0,942.0
321.0,943.0
322.0,945.0
323.0,948.0
324.0,952.0
325.0,937.0
326.0,917.0
327.0,934.0
328.0,932.0
329.0,922.0
330.0,939.0
331.0,919.0
332.0,946.0
333.0,930.0
334.0,933.0
335.0,926.0
336.0,922.0
337.0,925.0
338.0,936.0
339.0,934.0
340.0,946.0
341.0,954.0
342.0,928.0
343.0,941.0
344.0,948.0
345.0,954.0
346.0,913.0
347.0,928.0
348.0,934.0
349.0,939.0
350.0,950.0
351.0,925.0
352.0,932.0
353.0,924.0
354.0,931.0
355.0,930.0
356.0,939.0
357.0,937.0
358.0,941.0
359.0,927.0
360.0,931.0
361.0,952.0
362.0,942.0
363.0,945.0
364.0,934.0
365.0,923.0
366.0,940.0
367.0,926.0
368.0,941.0
369.0,930.0
370.0,942.0
371.0,951.0
372.0,947.0
373.0,929.0
374.0,928.0
375.0,928.0
376.0,911.0
377.0,952.0
378.0,939.0
379.0,904.0
380.0,912.0
381.0,916.0
382.0,930.0
383.0,931.0
384.0,926.0
385.0,929.0
386.0,924.0
387.0,937.0
388.0,922.0
389.0,952.0
390.0,942.0
391.0,942.0
392.0,931.0
393.0,925.0
394.0,949.0
395.0,936.0
396.0,940.0
397.0,924.0
398.0,947.0
399.0,932.0
400.0,934.0
401.0,946.0
402.0,936.0
403.0,930.0
404.0,919.0
405.0,938.0
406.0,939.0
407.0,948.0
408.0,941.0
409.0,910.0
410.0,933.0
411.0,943.0
412.0,930.0
413.0,942.0
414.0,916.0
415.0,940.0
416.0,930.0
417.0,922.0
418.0,926.0
419.0,945.0
420.0,930.0
421.0,935.0
422.0,936.0
423.0,956.0
424.0,922.0
425.0,940.0
426.0,952.0
427.0,940.0
428.0,927.0
429.0,922.0
430.0,927.0
431.0,925.0
432.0,951.0
433.0,937.0
434.0,935.0
435.0,923.0
436.0,935.0
437.0,928.0
438.0,949.0
439.0,941.0
440.0,957.0
441.0,942.0
442.0,937.0
443.0,937.0
444.0,918.0
445.0,936.0
446.0,924.0
447.0,947.0
448.0,919.0
449.0,936.0
450.0,938.0
451.0,935.0
452.0,940.0
453.0,939.0
454.0,959.0
455.0,939.0
456.0,931.0
457.0,924.0
458.0,904.0
459.0,930.0
460.0,934.0
461.0,952.0
462.0,928.0
463.0,936.0
464.0,952.0
465.0,945.0
466.0,944.0
467.0,928.0
468.0,923.0
469.0,948.0
470.0,910.0
471.0,915.0
472.0,938.0
473.0,936.0
474.0,948.0
475.0,925.0
476.0,940.0
477.0,948.0
478.0,926.0
479.0,925.0
480.0,945.0
481.0,943.0
482.0,928.0
483.0,942.0
484.0,929.0
485.0,919.0
486.0,952.0
487.0,922.0
488.0,927.0
489.0,944.0
490.0,932.0
491.0,922.0
492.0,938.0
493.0,939.0
494.0,943.0
495.0,939.0
496.0,910.0
497.0,934.0
498.0,944.0
499.0,916.0
500.0,921.0
501.0,918.0
502.0,952.0
503.0,923.0
504.0,946.0
505.0,929.0
506.0,920.0
507.0,920.0
508.0,942.0
509.0,922.0
510.0,939.0
511.0,925.0
512.0,932.0
513.0,944.0
514.0,935.0
515.0,926.0
516.0,927.0
517.0,929.0
518.0,934.0
519.0,925.0
520.0,954.0
521.0,939.0
522.0,925.0
523.0,919.0
524.0,947.0
525.0,925.0
526.0,945.0
527.0,948.0
528.0,927.0
